
---------- Begin Simulation Statistics ----------
simSeconds                                   0.085566                       # Number of seconds simulated (Second)
simTicks                                  85565684496                       # Number of ticks simulated (Tick)
finalTick                                 85565684496                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1639.33                       # Real time elapsed on the host (Second)
hostTickRate                                 52195404                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   16980260                       # Number of bytes of host memory used (Byte)
simInsts                                    196960930                       # Number of instructions simulated (Count)
simOps                                      225217477                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   120147                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     137384                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           556                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        153895117                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.781348                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.279839                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       345386069                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    62374                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      276566018                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 145882                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            120230965                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         367408826                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1790                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           153752615                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.798773                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.925440                       # Number of insts issued each cycle (Count)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             9368040                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy           441735851                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests          539586                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests       269167                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests          493                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops              2659                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops         2644                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops           15                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst              1496                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data             48233                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                49729                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst             1496                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data            48233                       # number of overall hits (Count)
system.l2cache.overallHits::total               49729                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst            4117                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data          216585                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total             220702                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst           4117                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data         216585                       # number of overall misses (Count)
system.l2cache.overallMisses::total            220702                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst    288189256                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data  14463772324                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total   14751961580                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst    288189256                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data  14463772324                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total  14751961580                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst          5613                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data        264818                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total           270431                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst         5613                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data       264818                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total          270431                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.733476                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.817864                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.816112                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.733476                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.817864                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.816112                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 69999.819286                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 66781.043581                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 66841.086986                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 69999.819286                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 66781.043581                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 66841.086986                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.writebacks::writebacks          110627                       # number of writebacks (Count)
system.l2cache.writebacks::total               110627                       # number of writebacks (Count)
system.l2cache.demandMshrHits::cpu.inst             1                       # number of demand (read+write) MSHR hits (Count)
system.l2cache.demandMshrHits::cpu.data            31                       # number of demand (read+write) MSHR hits (Count)
system.l2cache.demandMshrHits::total               32                       # number of demand (read+write) MSHR hits (Count)
system.l2cache.overallMshrHits::cpu.inst            1                       # number of overall MSHR hits (Count)
system.l2cache.overallMshrHits::cpu.data           31                       # number of overall MSHR hits (Count)
system.l2cache.overallMshrHits::total              32                       # number of overall MSHR hits (Count)
system.l2cache.demandMshrMisses::cpu.inst         4116                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::cpu.data       216554                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::total         220670                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.inst         4116                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.data       216554                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::total        220670                       # number of overall MSHR misses (Count)
system.l2cache.demandMshrMissLatency::cpu.inst    260671704                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::cpu.data  13017108696                       # number of demand (read+write) MSHR miss ticks (Tick)
